Data;Vazao
01/01/2005;2239
01/02/2005;1713
01/03/2005;1541
01/04/2005;874
01/05/2005;950
01/06/2005;676
01/07/2005;561
01/08/2005;416
01/09/2005;477
01/10/2005;392
01/11/2005;721
01/12/2005;1352
