Data;Vazao
01/01/2006;1114
01/02/2006;1161
01/03/2006;1377
01/04/2006;673
01/05/2006;495
01/06/2006;425
01/07/2006;362
01/08/2006;283
01/09/2006;325
01/10/2006;472
01/11/2006;671
01/12/2006;1268
